id,nome,encoding,imagem
45b9fb22,Juliano,"[-0.09890437  0.06523528 -0.05878703 -0.05484382  0.06224508 -0.0218128
 -0.00079823 -0.06661444  0.10994327 -0.09052178  0.12013683 -0.04057912
 -0.26012629  0.00292977 -0.01766506  0.08924969 -0.17332219 -0.1379793
 -0.14042689 -0.10253733 -0.02881916  0.03740464 -0.05216923  0.07203445
 -0.09315767 -0.28264296 -0.08711515 -0.15717115  0.04640621 -0.05070085
 -0.02655493 -0.00142514 -0.12307646  0.02639068  0.01670129  0.06235843
 -0.02765599 -0.00883959  0.22551551  0.07245622 -0.07445235 -0.01157143
  0.08663523  0.37727734  0.13888097  0.05652159  0.04129244 -0.02994814
  0.15249367 -0.2379497   0.09468354  0.12245643  0.21481381  0.10507791
  0.11769047 -0.21536902  0.03711921  0.08389277 -0.17499013  0.21555424
  0.03047942 -0.01910325 -0.04942646 -0.00330159  0.23616163  0.08345
 -0.13053043 -0.10261022  0.19132987 -0.18702908 -0.02240526  0.03941344
 -0.08914994 -0.19238359 -0.20082335  0.03111023  0.33398297  0.18939054
 -0.1753743   0.03662652 -0.06067934 -0.09428293  0.12357179  0.05332505
 -0.13292627 -0.01116706 -0.13134469  0.0422411   0.24800438  0.00058989
 -0.03273393  0.14127089 -0.01056733 -0.02433946 -0.00815205  0.00851101
 -0.16298155 -0.03204433 -0.12080573 -0.04852678  0.04712341 -0.12488607
 -0.03097136  0.06847296 -0.16158329  0.17211272  0.0264365  -0.03530988
 -0.04264861  0.08489142 -0.1337579  -0.01197493  0.18286242 -0.19935015
  0.1764984   0.17144464  0.03762576  0.10372339  0.02624105  0.05370012
  0.00940041  0.00897249 -0.20953211 -0.11255844  0.01235984  0.02683878
  0.04023243  0.04422719]",
